word,freq
tally,1812605
talon,858061
tamer,355602
tango,2727306
tangy,333638
taper,1294069
tapir,86809
tardy,303140
tarot,3561389
taste,17311343
tasty,3565676
tatty,130077
taunt,295148
tawny,602308
teach,19079783
teary,137396
tease,2019275
teddy,5602073
teeth,9769437
tempo,3372997
tenet,834143
tenor,2361385
tense,2320926
tenth,3317039
tepee,52048
tepid,220695
terra,3747696
terse,287692
testy,167487
thank,63234550
theft,12744763
their,782849411
theme,37219937
there,701170205
these,541003982
theta,5070673
thick,14030556
thief,2970770
thigh,2171107
thing,97451660
think,217856550
third,95489240
thong,7747699
thorn,1421673
those,270014141
three,223417394
threw,4410853
throb,212889
throw,15751985
thrum,28106
thumb,7284386
thump,456603
thyme,1007823
tiara,923335
tibia,620778
tidal,2268649
tiger,13763074
tight,17981854
tilde,344748
timer,7488669
timid,657204
tipsy,279464
titan,3974407
tithe,359291
title,196676017
toast,3262695
today,239271204
toddy,131875
token,5672353
tonal,707113
tonga,4813052
tonic,1393402
tooth,5551049
topaz,2348935
topic,149001702
torch,3360286
torso,1769562
torus,509986
total,222649459
totem,955271
touch,36831035
tough,13560922
towel,4901668
tower,20686918
toxic,9065369
toxin,1495922
trace,11697252
track,112385243
tract,5897046
trade,110086585
trail,23648838
train,31816971
trait,1705417
tramp,1087707
trash,7092806
trawl,553588
tread,1672572
treat,19442315
trend,15747018
triad,1519533
trial,56547673
tribe,7890695
trice,354532
trick,8208473
tried,34201786
tripe,215448
trite,287494
troll,2079165
troop,2609404
trope,109419
trout,5369048
trove,702353
truce,897431
truck,32136249
truer,254461
truly,21693553
trump,2879094
trunk,11020361
truss,1484384
trust,55157142
truth,35345925
tryst,205722
tubal,566730
tuber,243798
tulip,2406691
tulle,336799
tumor,7430480
tunic,727598
turbo,10058686
tutor,4635949
twang,243118
tweak,1705761
tweed,1631867
tweet,168757
twice,19945569
twine,415457
twirl,234072
twist,7240854
twixt,73594
tying,1898217
udder,175766
ulcer,1336605
ultra,21795075
umbra,321800
uncle,8127694
uncut,3929056
under,313296421
undid,126166
undue,1377567
unfed,20266
unfit,814145
unify,631185
union,72603888
unite,2888724
unity,8657709
unlit,94251
unmet,590631
unset,1035406
untie,146576
until,113090086
unwed,125824
unzip,1014009
upper,38341510
upset,5544484
urban,38087999
urine,4903932
usage,25440406
usher,4948609
using,269448880
usual,17044981
usurp,171456
utile,287546
utter,2096533
vague,2783775
valet,2052690
valid,57094711
valor,1193133
value,182061247
valve,11325360
vapid,110502
vapor,3744912
vault,5408483
vaunt,17134
vegan,2642418
venom,1883158
venue,14204074
verge,1422550
verse,7469512
verso,788583
verve,1218256
vicar,825292
video,365410017
vigil,1183443
vigor,977544
villa,17587586
vinyl,17009819
viola,2458792
viper,2201559
viral,5969493
virus,36286003
visit,187062316
visor,1850201
vista,13991160
vital,14166642
vivid,4479514
vixen,885674
vocal,9082826
vodka,2155662
vogue,2159792
voice,64600528
voila,506278
vomit,767124
voter,4905374
vouch,388963
vowel,1033509
vying,348440
wacky,1861879
wafer,1554217
wager,1366964
wagon,5198530
waist,5013500
waive,1789027
waltz,1723021
warty,111349
waste,41089558
watch,92006970
water,215178488
waver,217064
waxen,31767
weary,1632945
weave,1965230
wedge,3162851
weedy,160228
weigh,3587993
weird,11556427
welch,3031408
welsh,7346867
wench,310447
whack,725891
whale,5928569
wharf,2226856
wheat,8685589
wheel,25342937
whelp,70407
where,360468339
which,810514085
whiff,246582
while,226194991
whine,832743
whiny,225341
whirl,622629
whisk,591308
white,209863729
whole,85202530
whoop,331753
whose,43634263
widen,1178278
wider,8186703
widow,3804620
width,25182453
wield,419233
wight,2190271
willy,2273954
wimpy,258895
wince,717079
winch,1016374
windy,2162674
wiser,841127
wispy,119494
witch,6671560
witty,1753886
woken,364304
woman,70613606
women,242520455
woody,4355633
wooly,256170
woozy,72439
wordy,180947
world,431934249
worry,13243591
worse,15677739
worst,16975343
worth,48075237
would,572644147
wound,5820050
woven,4248524
wrack,68820
wrath,2486700
wreak,316442
wreck,2447935
wrest,185267
wring,188579
wrist,6143580
write,126645151
wrong,49156828
wrote,56421594
wrung,121159
wryly,93928
yacht,5932756
yearn,300957
yeast,6083904
yield,15022494
young,136341684
youth,51426255
zebra,2902469
zesty,210124
zonal,536783
